"region","npp"
"Central Italy",1236.30279797744
"Central Italy",1247.97495295931
"Central Italy",1280.24766587784
"Central Italy",1318.6378160278
"Central Italy",1336.40605585649
"Central Italy",1361.61944309683
"Central Italy",1390.73059761036
"Central Italy",1370.29944611653
"Central Italy",1313.0464169905
"Central Italy",1274.5285997319
"Central Italy",1272.23565153172
"Central Italy",1277.96231764276
"Central Italy",1281.38920239563
"Central Italy",1292.76297537669
"Central Italy",1304.06147668368
"Central Italy",1304.06147668368
"Central Italy",1299.55107680621
"Central Italy",1308.55991283395
"Central Italy",1319.75386994705
"Central Italy",1321.98375583582
"Central Italy",1320.86918305248
"Central Italy",1319.75386994705
"Central Italy",1319.75386994705
"Central Italy",1326.43465357162
"Central Italy",1327.54553210915
"Central Italy",1317.52102080266
"Central Italy",1311.92590784351
"Central Italy",1307.43642365894
"Central Italy",1282.52998118476
"Central Italy",1261.87961877944
"Central Italy",1254.94113489822
"Central Italy",1260.72512359633
"Central Italy",1257.25703497307
"Central Italy",1245.64671809106
"Central Italy",1251.46151308622
"Central Italy",1275.67393244913
"Central Italy",1283.67000274821
"Central Italy",1265.33850838103
"Central Italy",1246.81122201216
"Central Italy",1217.46539178163
"Central Italy",1198.42679012451
"Central Italy",1198.42679012451
"Central Italy",1217.46539178163
"Central Italy",1232.78601159468
"Central Italy",1224.55288200571
"Central Italy",1213.91104388688
"Central Italy",1217.46539178163
"Central Italy",1223.37359363896
"Central Italy",1222.1935219647
"Central Italy",1229.26221279139
"Central Italy",1235.13131414571
"Central Italy",1236.30279797744
"Central Italy",1242.14856334811
"Central Italy",1223.37359363896
"Central Italy",1173.12969180223
"Central Italy",1123.95790568202
"Central Italy",1110.20513022984
"Central Italy",1110.20513022984
"Central Italy",1123.95790568202
"Central Italy",1159.73738189353
"Central Italy",1202.01195195189
"Central Italy",1240.98096239356
"Central Italy",1272.23565153172
"Central Italy",1282.52998118476
"Central Italy",1268.79051473253
"Central Italy",1238.64343333586
"Central Italy",1212.72468699312
"Central Italy",1215.09661330114
"Central Italy",1238.64343333586
"Central Italy",1273.3825062612
"Central Italy",1318.6378160278
"Central Italy",1356.1709802041
"Central Italy",1320.86918305248
"Central Italy",1264.18631066329
"Central Italy",1235.13131414571
"Central Italy",1217.46539178163
"Central Italy",1226.90911089614
"Central Italy",1271.08803503783
"Central Italy",1316.40348377925
"Central Italy",1345.21963729085
"Central Italy",1349.60890240984
"Central Italy",1380.0094941056
"Central Italy",1380.0094941056
"Central Italy",1307.43642365894
"Central Italy",1213.91104388688
"Central Italy",1207.97137415662
"Central Italy",1225.73138758491
"Central Italy",1237.47350420211
"Central Italy",1257.25703497307
"Central Italy",1284.8092675886
"Central Italy",1314.16618236637
"Central Italy",1352.89320922063
"Central Italy",1420.373718021
"Central Italy",1490.11077279636
"Central Italy",1512.0069158252
"Central Italy",1477.0209947833
"Central Italy",1417.22396635618
"Central Italy",1388.59206817474
"Central Italy",1396.06451282766
"Central Italy",1405.62104793142
"Central Italy",1362.70696668882
"Central Italy",1258.41383220266
"Central Italy",1152.39115164911
"Central Italy",1137.61059681516
"Central Italy",1165.83692294487
"Central Italy",1138.84681290971
"Central Italy",1108.94988974259
"Central Italy",1145.01559564528
"Central Italy",1204.39809532981
"Central Italy",1215.09661330114
"Central Italy",1181.60128176805
"Central Italy",1169.48693917124
"Central Italy",1232.78601159468
"Central Italy",1305.18720607965
"Central Italy",1287.08552910906
"Central Italy",1181.60128176805
"Central Italy",1132.65751578041
"Central Italy",1238.64343333586
"Central Italy",1389.66168788842
"Central Italy",1489.10787342375
"Central Italy",1477.65165382763
"Central Italy",1409.85009976119
"Central Italy",1290.49425851342
"Central Italy",1245.64671809106
"Central Italy",1264.18631066329
"Central Italy",1304.06147668368
"Central Italy",1350.70439835374
"Central Italy",1418.27458079992
"Central Italy",1317.90255095324
"Central Italy",1230.70063505459
"Central Italy",1153.77772566917
"Central Italy",1145.33989711117
"Central Italy",1153.77772566917
"Central Italy",1239.34709816432
"Central Italy",1222.07262467924
"Central Italy",1136.92577590655
"Central Italy",1120.17062309818
"Central Italy",1196.304783411
"Central Italy",1230.70063505459
"Central Italy",1248.01145912506
"Central Italy",1265.39163100749
"Central Italy",1265.39163100749
"Central Italy",1239.34709816432
"Central Italy",1317.90255095324
"Central Italy",1372.4622520311
"Central Italy",1352.89320922063
"Central Italy",1370.8704133217
"Central Italy",1335.51409676124
"Central Italy",1396.06451282766
"Central Italy",1378.93346320696
"Central Italy",1345.21963729085
"Central Italy",1291.62899355204
"Central Italy",1235.13131414571
"Central Italy",1194.83447953697
"Central Italy",1169.48693917124
"Central Italy",1165.83692294487
"Central Italy",1164.61863423461
"Central Italy",1163.39953631202
"Central Italy",1179.18484411076
"Central Italy",1239.81258589452
"Central Italy",1371.38120809959
"Central Italy",1468.72953119414
"Central Italy",1460.75461180324
"Central Italy",1301.80777419749
"Central Italy",1211.5375420968
"Central Italy",1191.23500593474
"Central Italy",1112.71311214832
"Central Italy",1122.71180007011
"Central Italy",1128.93406222335
"Central Italy",1145.01559564528
"Central Italy",1162.17962863961
"Central Italy",1174.3423310461
"Central Italy",1180.39346406804
"Central Italy",1190.03358715179
"Central Italy",1210.3496086745
"Central Italy",1223.37359363896
"Central Italy",1210.3496086745
"Central Italy",1202.01195195189
"Central Italy",1206.78107201248
"Central Italy",1207.97137415662
"Central Italy",1210.3496086745
"Central Italy",1219.83102661216
"Central Italy",1243.31538927297
"Central Italy",1267.64060990816
"Central Italy",1283.67000274821
"Central Italy",1310.80465443139
"Central Italy",1341.92002949005
"Central Italy",1340.8186987883
"Central Italy",1302.93499955518
"Central Italy",1272.23565153172
"Central Italy",1271.08803503783
"Central Italy",1276.81850491787
"Central Italy",1283.67000274821
"Central Italy",1288.22252679273
"Central Italy",1296.16040656485
"Central Italy",1289.35876976053
"Central Italy",1277.96231764276
"Central Italy",1297.29138052998
"Central Italy",1314.16618236637
"Central Italy",1314.16618236637
"Central Italy",1310.80465443139
"Central Italy",1306.3121882394
"Central Italy",1305.18720607965
"Central Italy",1309.68265625976
"Central Italy",1317.52102080266
"Central Italy",1310.80465443139
"Central Italy",1300.6798001136
"Central Italy",1287.08552910906
"Central Italy",1246.81122201216
"Central Italy",1226.90911089614
"Central Italy",1230.43759241288
"Central Italy",1242.14856334811
"Central Italy",1237.47350420211
"Central Italy",1238.64343333586
"Central Italy",1259.56986157385
"Central Italy",1288.22252679273
"Central Italy",1298.42160377766
"Central Italy",1299.55107680621
"Central Italy",1289.35876976053
"Central Italy",1260.72512359633
"Central Italy",1219.83102661216
"Central Italy",1191.23500593474
"Central Italy",1200.81769143737
"Central Italy",1212.72468699312
"Central Italy",1218.64860189226
"Central Italy",1209.16088620248
"Central Italy",1202.01195195189
"Central Italy",1210.3496086745
"Central Italy",1213.91104388688
"Central Italy",1212.72468699312
"Central Italy",1213.91104388688
"Central Italy",1221.01266646264
"Central Italy",1239.81258589452
"Central Italy",1224.55288200571
"Central Italy",1163.39953631202
"Central Italy",1116.46884567641
"Central Italy",1112.71311214832
"Central Italy",1135.13570072045
"Central Italy",1179.18484411076
"Central Italy",1228.08605245867
"Central Italy",1265.33850838103
"Central Italy",1293.89620448734
"Central Italy",1305.18720607965
"Central Italy",1300.6798001136
"Central Italy",1301.80777419749
"Central Italy",1300.6798001136
"Central Italy",1281.38920239563
"Central Italy",1267.64060990816
"Central Italy",1265.33850838103
"Central Italy",1283.67000274821
"Central Italy",1333.08887390343
"Central Italy",1365.9652081253
"Central Italy",1316.40348377925
"Central Italy",1243.31538927297
"Central Italy",1209.16088620248
"Central Italy",1197.23014827202
"Central Italy",1210.3496086745
"Central Italy",1239.81258589452
"Central Italy",1269.93965627354
"Central Italy",1295.02868138363
"Central Italy",1313.0464169905
"Central Italy",1350.70439835374
"Central Italy",1377.85671758654
"Central Italy",1335.30106266044
"Central Italy",1225.73138758491
"Central Italy",1196.03271158549
"Central Italy",1217.46539178163
"Central Italy",1228.08605245867
"Central Italy",1236.30279797744
"Central Italy",1246.81122201216
"Central Italy",1266.48994129344
"Central Italy",1313.0464169905
"Central Italy",1387.52173799771
"Central Italy",1454.61002628969
"Central Italy",1487.10007579711
"Central Italy",1492.11457487102
"Central Italy",1464.83742318065
"Central Italy",1389.66168788842
"Central Italy",1317.52102080266
"Central Italy",1285.94777620823
"Central Italy",1243.31538927297
"Central Italy",1184.01451252597
"Central Italy",1135.13570072045
"Central Italy",1107.69381549888
"Central Italy",1090.02092086114
"Central Italy",1090.02092086114
"Central Italy",1141.31678391842
"Central Italy",1251.46151308622
"Central Italy",1358.35253626855
"Central Italy",1368.13376608771
"Central Italy",1280.24766587784
"Central Italy",1163.39953631202
"Central Italy",1121.46486676931
"Central Italy",1140.08220842924
"Central Italy",1131.41718862785
"Central Italy",1093.82181224212
"Central Italy",1117.71909523409
"Central Italy",1256.09946937504
"Central Italy",1404.56202875179
"Central Italy",1504.0816657336
"Central Italy",1433.06947215837
"Central Italy",1441.97896295062
"Central Italy",1413.01452554799
"Central Italy",1363.79376840484
"Central Italy",1333.08887390343
"Central Italy",1285.94777620823
"Central Italy",1272.23565153172
"Central Italy",1317.52102080266
"Central Italy",1384.306479966
"Central Italy",1424.16471083559
"Central Italy",1335.51409676124
"Central Italy",1222.07262467924
"Central Italy",1095.22783005068
"Central Italy",1078.73138337313
"Central Italy",1162.23876198156
"Central Italy",1213.46361694847
"Central Italy",1213.46361694847
"Central Italy",1213.46361694847
"Central Italy",1170.72250040215
"Central Italy",1196.304783411
"Central Italy",1248.01145912506
"Central Italy",1274.10630851687
"Central Italy",1265.39163100749
"Central Italy",1162.23876198156
"Central Italy",1256.69315821437
"Central Italy",1373.54257838771
"Central Italy",1364.87984872405
"Central Italy",1353.17166382054
"Central Italy",1317.90255095324
"Central Italy",1300.34181402509
"Central Italy",1309.11553429171
"Central Italy",1397.48505793292
"Central Italy",1347.41572708615
"Central Italy",1275.67393244913
"Central Italy",1219.83102661216
"Central Italy",1193.63545159816
"Central Italy",1181.60128176805
"Central Italy",1181.60128176805
"Central Italy",1179.18484411076
"Central Italy",1188.83137036185
"Central Italy",1271.08803503783
"Central Italy",1406.67936415572
"Central Italy",1459.73221346679
"Central Italy",1353.98652510867
"Central Italy",1232.78601159468
"Central Italy",1188.83137036185
"Central Italy",1187.62835503489
"Central Italy",1121.46486676931
"Central Italy",1130.17603762457
"Central Italy",1138.84681290971
"Central Italy",1147.47737994769
"Central Italy",1149.93589717037
"Central Italy",1159.73738189353
"Central Italy",1174.3423310461
"Central Italy",1192.43562724041
"Central Italy",1192.43562724041
"Central Italy",1190.03358715179
"Central Italy",1190.03358715179
"Central Italy",1190.03358715179
"Central Italy",1185.21992664788
"Central Italy",1191.23500593474
"Central Italy",1210.3496086745
"Central Italy",1225.73138758491
"Central Italy",1240.98096239356
"Central Italy",1261.87961877944
"Central Italy",1289.35876976053
"Central Italy",1285.94777620823
"Central Italy",1266.48994129344
"Central Italy",1263.03334763221
"Central Italy",1274.5285997319
"Central Italy",1282.52998118476
"Central Italy",1282.52998118476
"Central Italy",1283.67000274821
"Central Italy",1287.08552910906
"Central Italy",1274.5285997319
"Central Italy",1272.23565153172
"Central Italy",1291.62899355204
"Central Italy",1302.93499955518
"Central Italy",1297.29138052998
"Central Italy",1298.42160377766
"Central Italy",1293.89620448734
"Central Italy",1285.94777620823
"Central Italy",1298.42160377766
"Central Italy",1308.55991283395
"Central Italy",1300.6798001136
"Central Italy",1282.52998118476
"Central Italy",1263.03334763221
"Central Italy",1218.64860189226
"Central Italy",1184.01451252597
"Central Italy",1185.21992664788
"Central Italy",1199.62263767054
"Central Italy",1212.72468699312
"Central Italy",1230.43759241288
"Central Italy",1263.03334763221
"Central Italy",1288.22252679273
"Central Italy",1305.18720607965
"Central Italy",1326.43465357162
"Central Italy",1339.71663656013
"Central Italy",1327.54553210915
"Central Italy",1277.96231764276
"Central Italy",1222.1935219647
"Central Italy",1197.23014827202
"Central Italy",1185.21992664788
"Central Italy",1198.42679012451
"Central Italy",1196.03271158549
"Central Italy",1186.42454064048
"Central Italy",1190.03358715179
"Central Italy",1204.39809532981
"Central Italy",1202.01195195189
"Central Italy",1187.62835503489
"Central Italy",1188.83137036185
"Central Italy",1205.58997924526
"Central Italy",1202.01195195189
"Central Italy",1147.47737994769
"Central Italy",1118.96851490162
"Central Italy",1141.31678391842
"Central Italy",1194.83447953697
"Central Italy",1238.64343333586
"Central Italy",1269.93965627354
"Central Italy",1291.62899355204
"Central Italy",1308.55991283395
"Central Italy",1305.18720607965
"Central Italy",1280.24766587784
"Central Italy",1280.24766587784
"Central Italy",1293.89620448734
"Central Italy",1296.16040656485
"Central Italy",1292.76297537669
"Central Italy",1299.55107680621
"Central Italy",1326.43465357162
"Central Italy",1365.9652081253
"Central Italy",1365.9652081253
"Central Italy",1313.0464169905
"Central Italy",1236.30279797744
"Central Italy",1190.03358715179
"Central Italy",1193.63545159816
"Central Italy",1211.5375420968
"Central Italy",1219.83102661216
"Central Italy",1239.81258589452
"Central Italy",1267.64060990816
"Central Italy",1290.49425851342
"Central Italy",1320.86918305248
"Central Italy",1335.30106266044
"Central Italy",1295.02868138363
"Central Italy",1215.09661330114
"Central Italy",1202.01195195189
"Central Italy",1224.55288200571
"Central Italy",1232.78601159468
"Central Italy",1223.37359363896
"Central Italy",1221.01266646264
"Central Italy",1231.61219184135
"Central Italy",1281.38920239563
"Central Italy",1358.35253626855
"Central Italy",1420.373718021
"Central Italy",1449.47080519049
"Central Italy",1456.66094206528
"Central Italy",1441.21247941339
"Central Italy",1364.87984872405
"Central Italy",1259.56986157385
"Central Italy",1185.21992664788
"Central Italy",1167.05440297993
"Central Italy",1193.63545159816
"Central Italy",1228.08605245867
"Central Italy",1211.5375420968
"Central Italy",1141.31678391842
"Central Italy",1125.20318415444
"Central Italy",1228.08605245867
"Central Italy",1362.70696668882
"Central Italy",1458.70913603241
"Central Italy",1487.10007579711
"Central Italy",1404.56202875179
"Central Italy",1271.08803503783
"Central Italy",1163.39953631202
"Central Italy",1101.40091853762
"Central Italy",1060.62784613234
"Central Italy",1051.59266286151
"Central Italy",1106.43690694492
"Central Italy",1261.87961877944
"Central Italy",1413.01452554799
"Central Italy",1459.80962165175
"Central Italy",1415.26530518008
"Central Italy",1397.48505793292
"Central Italy",1388.60546048489
"Central Italy",1353.17166382054
"Central Italy",1326.70227071423
"Central Italy",1369.21696560499
"Central Italy",1302.93499955518
"Central Italy",1313.0464169905
"Central Italy",1356.1709802041
"Central Italy",1362.01619504903
"Central Italy",1379.73370664525
"Central Italy",1406.37187987873
"Central Italy",1300.34181402509
"Central Italy",1153.77772566917
"Central Italy",1054.19385861089
"Central Italy",1078.73138337313
"Central Italy",1128.53585550334
"Central Italy",1187.75603139187
"Central Italy",1222.07262467924
"Central Italy",1170.72250040215
"Central Italy",1196.304783411
"Central Italy",1256.69315821437
"Central Italy",1265.39163100749
"Central Italy",1230.70063505459
"Central Italy",1204.87415666807
"Central Italy",1326.70227071423
"Central Italy",1369.21696560499
"Central Italy",1351.79916712978
"Central Italy",1348.51267881509
"Central Italy",1390.73059761036
"Central Italy",1326.70227071423
"Central Italy",1282.83661733413
"Central Italy",1344.33742892102
"Central Italy",1374.62218764572
"Central Italy",1318.6378160278
"Central Italy",1266.48994129344
"Central Italy",1239.81258589452
"Central Italy",1230.43759241288
"Central Italy",1205.58997924526
"Central Italy",1180.39346406804
"Central Italy",1206.78107201248
"Central Italy",1323.09758878848
"Central Italy",1447.41033457011
"Central Italy",1421.42224172384
"Central Italy",1277.96231764276
"Central Italy",1199.62263767054
"Central Italy",1185.21992664788
"Central Italy",1131.41718862785
"Central Italy",1136.37355960054
"Central Italy",1136.37355960054
"Central Italy",1146.24689645267
"Central Italy",1153.61755671288
"Central Italy",1168.27107487658
"Central Italy",1173.12969180223
"Central Italy",1179.18484411076
"Central Italy",1180.39346406804
"Central Italy",1175.55416536476
"Central Italy",1169.48693917124
"Central Italy",1173.12969180223
"Central Italy",1184.01451252597
"Central Italy",1198.42679012451
"Central Italy",1216.2813957586
"Central Italy",1238.64343333586
"Central Italy",1260.72512359633
"Central Italy",1258.41383220266
"Central Italy",1249.1379114456
"Central Italy",1259.56986157385
"Central Italy",1273.3825062612
"Central Italy",1276.81850491787
"Central Italy",1276.81850491787
"Central Italy",1285.94777620823
"Central Italy",1285.94777620823
"Central Italy",1267.64060990816
"Central Italy",1271.08803503783
"Central Italy",1290.49425851342
"Central Italy",1297.29138052998
"Central Italy",1288.22252679273
"Central Italy",1283.67000274821
"Central Italy",1280.24766587784
"Central Italy",1275.67393244913
"Central Italy",1282.52998118476
"Central Italy",1299.55107680621
"Central Italy",1287.08552910906
"Central Italy",1268.79051473253
"Central Italy",1260.72512359633
"Central Italy",1242.14856334811
"Central Italy",1185.21992664788
"Central Italy",1145.01559564528
"Central Italy",1152.39115164911
"Central Italy",1186.42454064048
"Central Italy",1228.08605245867
"Central Italy",1257.25703497307
"Central Italy",1275.67393244913
"Central Italy",1293.89620448734
"Central Italy",1323.09758878848
"Central Italy",1348.51267881509
"Central Italy",1361.61944309683
"Central Italy",1339.71663656013
"Central Italy",1296.16040656485
"Central Italy",1247.97495295931
"Central Italy",1207.97137415662
"Central Italy",1192.43562724041
"Central Italy",1191.23500593474
"Central Italy",1193.63545159816
"Central Italy",1192.43562724041
"Central Italy",1194.83447953697
"Central Italy",1193.63545159816
"Central Italy",1176.76519529253
"Central Italy",1170.70199639999
"Central Italy",1180.39346406804
"Central Italy",1173.12969180223
"Central Italy",1130.17603762457
"Central Italy",1121.46486676931
"Central Italy",1165.83692294487
"Central Italy",1229.26221279139
"Central Italy",1257.25703497307
"Central Italy",1261.87961877944
"Central Italy",1266.48994129344
"Central Italy",1273.3825062612
"Central Italy",1266.48994129344
"Central Italy",1245.64671809106
"Central Italy",1250.30009798377
"Central Italy",1267.64060990816
"Central Italy",1274.5285997319
"Central Italy",1283.67000274821
"Central Italy",1308.55991283395
"Central Italy",1345.21963729085
"Central Italy",1367.04984708711
"Central Italy",1345.21963729085
"Central Italy",1302.93499955518
"Central Italy",1238.64343333586
"Central Italy",1192.43562724041
"Central Italy",1197.23014827202
"Central Italy",1219.83102661216
"Central Italy",1221.01266646264
"Central Italy",1237.47350420211
"Central Italy",1258.41383220266
"Central Italy",1274.5285997319
"Central Italy",1279.10537112809
"Central Italy",1269.93965627354
"Central Italy",1229.26221279139
"Central Italy",1194.83447953697
"Central Italy",1212.72468699312
"Central Italy",1238.64343333586
"Central Italy",1238.64343333586
"Central Italy",1231.61219184135
"Central Italy",1229.26221279139
"Central Italy",1250.30009798377
"Central Italy",1298.42160377766
"Central Italy",1363.79376840484
"Central Italy",1410.90560882716
"Central Italy",1405.62104793142
"Central Italy",1381.08481075687
"Central Italy",1350.70439835374
"Central Italy",1288.22252679273
"Central Italy",1202.01195195189
"Central Italy",1153.61755671288
"Central Italy",1194.83447953697
"Central Italy",1289.35876976053
"Central Italy",1373.54257838771
"Central Italy",1378.93346320696
"Central Italy",1268.79051473253
"Central Italy",1168.27107487658
"Central Italy",1249.1379114456
"Central Italy",1398.19312544302
"Central Italy",1505.07462580833
"Central Italy",1459.80962165175
"Central Italy",1495.50001349995
"Central Italy",1373.54257838771
"Central Italy",1264.18631066329
"Central Italy",1175.55416536476
"Central Italy",1087.48278369398
"Central Italy",1058.05064903189
"Central Italy",1106.43690694492
"Central Italy",1250.30009798377
"Central Italy",1387.52173799771
"Central Italy",1453.5835465936
"Central Italy",1497.11245341335
"Central Italy",1406.37187987873
"Central Italy",1353.17166382054
"Central Italy",1344.33742892102
"Central Italy",1335.51409676124
"Central Italy",1344.33742892102
"Central Italy",1379.73370664525
"Central Italy",1379.73370664525
"Central Italy",1344.33742892102
"Central Italy",1274.10630851687
"Central Italy",1239.34709816432
"Central Italy",1248.01145912506
"Central Italy",1344.33742892102
"Central Italy",1344.33742892102
"Central Italy",1230.70063505459
"Central Italy",1145.33989711117
"Central Italy",1128.53585550334
"Central Italy",1128.53585550334
"Central Italy",1153.77772566917
"Central Italy",1170.72250040215
"Central Italy",1162.23876198156
"Central Italy",1222.07262467924
"Central Italy",1213.46361694847
"Central Italy",1274.10630851687
"Central Italy",1256.69315821437
"Central Italy",1213.46361694847
"Central Italy",1274.10630851687
"Central Italy",1372.4622520311
"Central Italy",1331.98167736713
"Central Italy",1321.98375583582
"Central Italy",1348.51267881509
"Central Italy",1380.0094941056
"Central Italy",1391.79879781184
"Central Italy",1379.73370664525
"Central Italy",1399.25637217074
"Central Italy",1358.35253626855
"Central Italy",1311.92590784351
"Central Italy",1282.52998118476
"Central Italy",1242.14856334811
"Central Italy",1191.23500593474
"Central Italy",1180.39346406804
"Central Italy",1257.25703497307
"Central Italy",1388.59206817474
"Central Italy",1443.28117532262
"Central Italy",1333.08887390343
"Central Italy",1235.13131414571
"Central Italy",1196.03271158549
"Central Italy",1187.62835503489
"Central Italy",1131.41718862785
"Central Italy",1132.65751578041
"Central Italy",1138.84681290971
"Central Italy",1140.08220842924
"Central Italy",1147.47737994769
"Central Italy",1154.84314771398
"Central Italy",1162.17962863961
"Central Italy",1169.48693917124
"Central Italy",1174.3423310461
"Central Italy",1168.27107487658
"Central Italy",1170.70199639999
"Central Italy",1176.76519529253
"Central Italy",1182.8082977433
"Central Italy",1191.23500593474
"Central Italy",1200.81769143737
"Central Italy",1219.83102661216
"Central Italy",1240.98096239356
"Central Italy",1247.97495295931
"Central Italy",1252.62215726502
"Central Italy",1265.33850838103
"Central Italy",1266.48994129344
"Central Italy",1264.18631066329
"Central Italy",1273.3825062612
"Central Italy",1304.06147668368
"Central Italy",1297.29138052998
"Central Italy",1273.3825062612
"Central Italy",1276.81850491787
"Central Italy",1287.08552910906
"Central Italy",1292.76297537669
"Central Italy",1284.8092675886
"Central Italy",1271.08803503783
"Central Italy",1263.03334763221
"Central Italy",1259.56986157385
"Central Italy",1271.08803503783
"Central Italy",1277.96231764276
"Central Italy",1266.48994129344
"Central Italy",1261.87961877944
"Central Italy",1268.79051473253
"Central Italy",1277.96231764276
"Central Italy",1228.08605245867
"Central Italy",1141.31678391842
"Central Italy",1135.13570072045
"Central Italy",1194.83447953697
"Central Italy",1235.13131414571
"Central Italy",1247.97495295931
"Central Italy",1264.18631066329
"Central Italy",1282.52998118476
"Central Italy",1305.18720607965
"Central Italy",1333.08887390343
"Central Italy",1356.1709802041
"Central Italy",1360.53119714937
"Central Italy",1349.60890240984
"Central Italy",1318.6378160278
"Central Italy",1268.79051473253
"Central Italy",1226.90911089614
"Central Italy",1213.91104388688
"Central Italy",1215.09661330114
"Central Italy",1216.2813957586
"Central Italy",1211.5375420968
"Central Italy",1194.83447953697
"Central Italy",1182.8082977433
"Central Italy",1180.39346406804
"Central Italy",1179.18484411076
"Central Italy",1158.51504174309
"Central Italy",1125.20318415444
"Central Italy",1127.69126187661
"Central Italy",1164.61863423461
"Central Italy",1204.39809532981
"Central Italy",1219.83102661216
"Central Italy",1221.01266646264
"Central Italy",1224.55288200571
"Central Italy",1230.43759241288
"Central Italy",1229.26221279139
"Central Italy",1225.73138758491
"Central Italy",1246.81122201216
"Central Italy",1269.93965627354
"Central Italy",1282.52998118476
"Central Italy",1297.29138052998
"Central Italy",1316.40348377925
"Central Italy",1338.61384231963
"Central Italy",1340.8186987883
"Central Italy",1314.16618236637
"Central Italy",1279.10537112809
"Central Italy",1228.08605245867
"Central Italy",1198.42679012451
"Central Italy",1212.72468699312
"Central Italy",1230.43759241288
"Central Italy",1230.43759241288
"Central Italy",1242.14856334811
"Central Italy",1247.97495295931
"Central Italy",1235.13131414571
"Central Italy",1219.83102661216
"Central Italy",1203.20541974064
"Central Italy",1185.21992664788
"Central Italy",1177.97542136333
"Central Italy",1210.3496086745
"Central Italy",1238.64343333586
"Central Italy",1254.94113489822
"Central Italy",1269.93965627354
"Central Italy",1307.43642365894
"Central Italy",1355.07911527591
"Central Italy",1397.12917248502
"Central Italy",1428.74244581127
"Central Italy",1411.96041726774
"Central Italy",1337.5103155806
"Central Italy",1266.48994129344
"Central Italy",1232.78601159468
"Central Italy",1203.20541974064
"Central Italy",1167.05440297993
"Central Italy",1184.01451252597
"Central Italy",1267.64060990816
"Central Italy",1368.13376608771
"Central Italy",1460.75461180324
"Central Italy",1489.10787342375
"Central Italy",1385.37894436572
"Central Italy",1225.73138758491
"Central Italy",1231.61219184135
"Central Italy",1383.23330321344
"Central Italy",1503.08804611444
"Central Italy",1459.80962165175
"Central Italy",1468.72953119414
"Central Italy",1454.61002628969
"Central Italy",1341.92002949005
"Central Italy",1244.48144068259
"Central Italy",1146.24689645267
"Central Italy",1090.02092086114
"Central Italy",1097.61513978356
"Central Italy",1187.62835503489
"Central Italy",1311.92590784351
"Central Italy",1400.31891313698
"Central Italy",1451.52854132199
"Central Italy",1468.72953119414
"Central Italy",1362.01619504903
"Central Italy",1335.51409676124
"Central Italy",1309.11553429171
"Central Italy",1265.39163100749
"Central Italy",1248.01145912506
"Central Italy",1300.34181402509
"Central Italy",1265.39163100749
"Central Italy",1222.07262467924
"Central Italy",1230.70063505459
"Central Italy",1230.70063505459
"Central Italy",1213.46361694847
"Central Italy",1248.01145912506
"Central Italy",1300.34181402509
"Central Italy",1309.11553429171
"Central Italy",1282.83661733413
"Central Italy",1196.304783411
"Central Italy",1145.33989711117
"Central Italy",1153.77772566917
"Central Italy",1213.46361694847
"Central Italy",1222.07262467924
"Central Italy",1187.75603139187
"Central Italy",1222.07262467924
"Central Italy",1256.69315821437
"Central Italy",1265.39163100749
"Central Italy",1222.07262467924
"Central Italy",1248.01145912506
"Central Italy",1309.11553429171
"Central Italy",1362.01619504903
"Central Italy",1335.30106266044
"Central Italy",1314.16618236637
"Central Italy",1306.3121882394
"Central Italy",1334.19533550525
"Central Italy",1386.45069688544
"Central Italy",1379.73370664525
"Central Italy",1381.08481075687
"Central Italy",1344.12049825623
"Central Italy",1297.29138052998
"Central Italy",1239.81258589452
"Central Italy",1192.43562724041
"Central Italy",1205.58997924526
"Central Italy",1293.89620448734
"Central Italy",1388.59206817474
"Central Italy",1370.29944611653
"Central Italy",1305.18720607965
"Central Italy",1243.31538927297
"Central Italy",1203.20541974064
"Central Italy",1187.62835503489
"Central Italy",1142.55053992158
"Central Italy",1142.55053992158
"Central Italy",1147.47737994769
"Central Italy",1147.47737994769
"Central Italy",1156.06792519277
"Central Italy",1162.17962863961
"Central Italy",1170.70199639999
"Central Italy",1182.8082977433
"Central Italy",1194.83447953697
"Central Italy",1194.83447953697
"Central Italy",1185.21992664788
"Central Italy",1184.01451252597
"Central Italy",1194.83447953697
"Central Italy",1216.2813957586
"Central Italy",1238.64343333586
"Central Italy",1259.56986157385
"Central Italy",1265.33850838103
"Central Italy",1256.09946937504
"Central Italy",1254.94113489822
"Central Italy",1282.52998118476
"Central Italy",1325.32303716578
"Central Italy",1302.93499955518
"Central Italy",1272.23565153172
"Central Italy",1277.96231764276
"Central Italy",1287.08552910906
"Central Italy",1280.24766587784
"Central Italy",1264.18631066329
"Central Italy",1247.97495295931
"Central Italy",1240.98096239356
"Central Italy",1249.1379114456
"Central Italy",1263.03334763221
"Central Italy",1260.72512359633
"Central Italy",1245.64671809106
"Central Italy",1254.94113489822
"Central Italy",1272.23565153172
"Central Italy",1291.62899355204
"Central Italy",1256.09946937504
"Central Italy",1160.95891067951
"Central Italy",1152.39115164911
"Central Italy",1212.72468699312
"Central Italy",1239.81258589452
"Central Italy",1239.81258589452
"Central Italy",1249.1379114456
"Central Italy",1268.79051473253
"Central Italy",1290.49425851342
"Central Italy",1310.80465443139
"Central Italy",1328.65567326818
"Central Italy",1344.12049825623
"Central Italy",1356.1709802041
"Central Italy",1353.98652510867
